OLD WEATHER – USS JEANNETTE   ,,,,,,,,
,,,,,,,,
Ship date, Ship time of log entry,Ship time of Lt Chipp's notebook entry,Location,Lat decimal,Lon decimal,Log Comment,Log book page url,Lt Chipp's notebook
1880-01-23,,,,72.4,-176.8,,,
1880-01-24,,,,72.3,-176.8,,,
1880-01-25,,,,72.3,-176.8,,,
1880-01-26,02:00,,,72.3,-176.8,"…  at 2 (am) three broken and faint auroral arches highest in N.N.W. (altitude 30°, 40° & 50°) with ends curving to N'd.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_025_1.jpg,
1880-01-27,,,,72.3,-176.8,,,
1880-01-28,,,,72.3,-176.9,,,
1880-01-29,"05:00
18:00
19:00",,,72.3,-177.0,"Diffused aurora at 5am...At 6pm dim auroral arch, irregular in forms from E. x S. to W. Diffused auroral light to N. At 7 three dim auroral arches, altitudes respectively 30° to S., through zenith, and 45° to N., and a low arch 3° in altitude above northern horizon.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_029_1.jpg,
1880-01-30,"01:00 
02:00
19:00
00:00",,,72.3,-177.1,"At 1am an auroral arch from W. to E. through zenith, with streamers from W.N.W. towards zenith; at 2am lunar halo 2° in diameter, and an auroral curtain 20° in alt to N. faint and broken..... At 7 (pm) faint auroral gleams in N. At 11(pm) and midnight a lunar halo 6° in diameter showing prismatic colors; and at the last named hour a faint auroral arch from E. to W. 60° in altitude in N.  ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_030_1.jpg,
1880-01-31,01:00,,,72.3,-177.2,"At 1am a lunar halo was observed 6° in diameter and showing prismatic colors, and an auroral arch 45° in altitude extending from N.E. to W. At 2(am) auroral gleams in N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_031_1.jpg,
1880-02-01,"04:00
22:00
23:00",,,72.3,-177.2,"At 4 (am) a broken auroral arch in the N.W. 30° in alt, extending from N. to W... At 10 (pm) there was a movement of the ice from the S. toward the North. At the same time an auroral arch appeared in the N. x E. 20° in altitude bright in N.E. and faint arch 25° in altitude in N. From 11(pm)  and until day closes auroral patches resembling stratus clouds illuminated by moon, was observed to the N'd, with a single streak shooting up from N.E. toward zenith.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_032_1.jpg,
1880-02-02,"01:00
03:00
05:00                              ",,,72.3,-177.3,At 1am auroral patches were visible in northern sky; at 3am auroral gleams in N.E. and at 5am auroral patches in N. and N.E.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_033_1.jpg,
1880-02-03,"18:00 
19:00 
21:00
22:00",,,72.2,-177.4, At 6 (pm) an auroral arch was visible to N'd 5° in altitude with faint streamers. At 7 (pm) this same arch had risen in alt to 10°... A diffused auroral arch was in the North at 9 and 10(pm).,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_034_1.jpg,
1880-02-04,"02:00
04:00 
22:00
00:00",,,72.2,-177.5,"At 2am auroral gleams were observed to N'd between N.E. and W.; at 4 am an auroral arch 20° in alt in N.W. its ends being 5° above the horizon.
 .... At 10 (pm) also then were faint auroral gleams in N., and at 11 in the west. At midnight an auroral arch 35° in altitude in the N.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_035_1.jpg,
1880-02-05,"01:00
02:00
03:00 
04:00   
05:00
06:00 
18:00 to 21:00 
22:00
23:00 
00:00",,,72.2,-177.5,"At 1am a broken auroral curtain arch 25° in alt in N. extended from N.E. to N.W; at 2 (am) an auroral arch 30° in alt from W.N.W. to N.E. with fan-like streamers downward from western end; at 3(am) auroral shimmers in N.E; at 4 (am) the same between N.W. and N.E. At 5 (am) a faint auroral arch 35° in altitude extending from N.E. to W.N.W. Early dawn at 6 (am). 
From 6pm to 9pm a very faint auroral arch 5° in alt in N. At 10 an auroral arch sprung from N.E. toward N. 15° in altitude with upward radiations; at 11(pm) brilliant auroral arch 60° in altitude from N.E. to W.N.W. with bright streaming ends curving to N'd; and at midnight dim auroral streamers and diffused light between N.E. and W.N.W. from horizon to zenith.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_036_1.jpg,
1880-02-06,"01:00
02:00
03:00
04:00
05:00
06:00 
18:00
19:00
20:00
21:00
22:00
00:00                                       ",,,72.2,-177.6,"At 1am faint diffused auroral light to N'd with streamers from N.E. toward zenith; at 2 auroral curtains between W.N.W. and W.S.W. 15° above horizon, which at 3 were growing fainter; at 4 and 5 (am) an auroral arch 30° in alt to south from N.E. to S.W. and at 6 (am) diffused auroral light. 
At 6pm faint auroral arch in N. 15° in alt continuing at 7, 8 and 9. At 10 auroral arch 20° in altitude from E.N.E. to W.N.W. forked at east end. At midnight brilliant patches of aurora scattered over sky from 10° above horizon to zenith, with streamers shooting up from N.E. curving nearly to S.W. horizon. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_037_1.jpg,
1880-02-07,"01:00
02:00
03:00
04:00                                                              
19:00
20:00
21:00
22:00
23:00
00:00                                       ",,,72.2,-177.7,"At 1am auroral gleams from N.E. to W.N.W., the same continuing at 2 with faint streamers from N.E. and north. At 3 auroral gleam in N.E. with single short and brilliant streamer in west. At 4am a faint auroral arch in N. 15° in altitude... At 7 and 8pm faint auroral arch 15° in alt in N.; at 9 an arch 20° in alt in N.; at 10 a faint auroral arch with streamers 40° in alt in N., continuing at 11; and at midnight a very brilliant and beautiful auroral arch 40° in altitude in N. with a band 2° in width stretching across it (like a chord to an arc) at an altitude of 20°.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_038_1.jpg,
1880-02-08,"01:00
02:00  
04:00
05:00 
06:00
18:00  
19:00 
20:00 
21:00                                          ",,,72.2,-177.6,"At 1am auroral curtain 15° in altitude extending from N.E. to W.N.W.; at 2 (am) a faint auroral arch 25° in altitude in N; at 4 a faint arch 80° in alt from N.E. to west; at 5 (am) faint diffused aurora. Early daylight at 5.40. At 6 (am) brilliant auroral arch through zenith from E. to W. … At 6pm twilight arch 5°. Auroral arches in N. 20° and 30° in alt respectively, the upper one with streamers in N.W. Faint arches 20° in N. at 7, 8 and 9 with diffused light. At 10 a double arch 20° & 30° in N. extending from E.N.E. to N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_039_1.jpg,
1880-02-09,"01:00  
02:00
03:00
04:00
05:00
20:00
21:00
22:00                                                                                          ",,,72.2,-177.4,At 1am faint auroral arch from W. to N.E. 25° in altitude ends 10° above horizon; at 2 the same was very faint; at 3 faint auroral arch from N.E. to W. through zenith; at 4 & 5 auroral gleams N.E. and W. Early daylight at 5.35. At 9 the sun showed on the horizon. … At 8pm faint auroral arch in N. 15° in altitude and one in S. 20° in alt with diffused light between; at 9 (pm) diffused auroral light chiefly in N.W.; at 10 (pm) the same all over sky. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_040_1.jpg,
1880-02-10,"01:00 
02:00
03:00
04:00
21:00                                                               ",,,72.2,-177.2,"At 1am a broken auroral arch 20° in altitude to N. extending from N.E. to W.N.W.; at 2am a brilliant irregular arch 20° in alt to N'd and extending from W. to N.E. had masses of light passing across it from W. to N.E. The eastern end of the arch terminated in a spiral; at 3 radiating gleams of aurora from N.E. and W. with patches of same in N. and at 4 (am) then was an auroral segment in N.W. 
At 8pm a meteor with a tail swept across the sky toward the N. At 9 (pm) diffused auroral light extending around the horizon 5° above it and reaching to the zenith.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_041_1.jpg,
1880-02-11,"01:00  
02:00
04:00
05:00
06:00
21:00
22:00
23:00      
00:00                                                                            ",,,72.2,-177.1,"At 1am an auroral gleam in N.E.; at 2 a faint arch 15° in alt extending from N.W. to N.E.; at 4 (am) auroral streamers in N.N.E., and at 5 (am) one in W.N.W.; at 6 a faint auroral arch 37° in alt extending from N. to W. … At 9pm an auroral arch 20° N. from N.E. to N.W.; at 10 two arches, each 30° in alt, one north and the other south of zenith. At 11 (pm) three fan-like streamers diverging in W.N.W. and converging in N.E. with altitudes respectively of 45°, 60° and 75°. At midnight the auroral display was magnificent. The three fan-like streamers mentioned at 11 continued at the same altitudes (40°, 60° and 75° in N.) but at the N.E. ending the three streamers united to form a thick spiral band of light twirling around on its point. Masses of green light passed over the middle streamer (or arch), and, regularly following the spiral disappeared at the horizon. Suddenly the eastern spiral-like ending expanded into a spiral-like curtain, and all three arches rose and advanced until the central one reached the zenith. Now a pause of two minutes duration occurred, both ends becoming spiral curtains and bearing E.S.E. and W.N.W. respectively. Pulsations of green light followed pulsations of red light through all three arches, and finally the central arch assumed the colors and regularity of a rainbow, while red and green prevailed successively in the northern and southern arches, making them wiggle like serpents. The ship and floe were lighted up as if by a full moon. At the end of the two minutes the arches swung on the zenith as on a pivot until they faced W.S.W. and then they moved downward toward that horizon in the same manner and with the same succession changes as in moving upward, until reaching 45°, 60° and 75° in altitude respectively, they died away. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_042_1.jpg,
1880-02-12,"01:00        
02:00
18:00
19:00
21:00
22:00
23:00
00:00 ",,,72.2,-176.8,"At 1am faint arches from W. to N.E. 15° and 40° in altitude respectively; at 2 auroral gleams from W.N.W. to N.E. Early daylight at 5.15.  … At 6 (pm) faint auroral gleams in N.; at 7 auroral arch 20° in altitude in N.; at 9, 10 and 11 faint auroral arches in N. 20° in altitude; and at midnight an auroral curtain extending from N.E. to N.W. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_043_1.jpg,
1880-02-13,"01:00    
04:00
23:00
00:00",,,72.2,-176.7,At 1am faint auroral curtain 10° in altitude in N. At 4am faint auroral arch 25° in altitude to N. extending from N.E. to W.N.W.  At 11(pm) a faint auroral arch 45° in altitude in N. extending from N.E. to W.N.W.; the same at midnight but broken in form. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_044_1.jpg,
1880-02-14,01:00,,,72.2,-176.5,A broken auroral arch 45° in altitude in N. at 1am extending from N.E. to W. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_045_1.jpg,
1880-02-15,,,,72.2,-176.3,,,
1880-02-16,"04:00
05:00                                                        
21:00  
22:00   
23:00  
00:00                   ",,,72.2,-176.2,"At 4 (am) an auroral arch 45° in altitude extending from W. to N.E.; at 5(am) a broken aurora from E. to W. through zenith, with patches of light to N. and N.W. At 2 and 4pm much vapor arose from the ice all around the horizons. At 8pm faint arch 15° in altitude in N. x E. extending from N.E. to N.N.W.; at 9 (pm) a bright arch 25° in alt to N. extending from E.N.E. to W.N.W., with a curtain in N.E. and streamers through zenith. Pulsations of light from W. to E.; at 10pm double arch 30° in altitude with loop at N.E. end; also faint arch at 70° alt in N.; at 11 the before mentioned loop had become a spiral. At midnight faint broken arch 50° in alt to N. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_047_1.jpg,
1880-02-17,"01:00    
02:00                 ",,,72.2,-176.2,At 1am faint broken arches 40° in altitude to N. and 40° in alt to S.E.; at 2 (am) arch through zenith from N.N.E. to S.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_048_1.jpg,
1880-02-18,,,,72.1,-176.1,,,
1880-02-19,"23:00                  
00:00",,,72.1,-176.0,At 11pm auroral streamer in N.E. Lunar halo 4° in diameter. At midnight auroral streamers W.N.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_051_1.jpg,
1880-02-20,"01:00                          
02:00                           
03:00                           
04:00                            
05:00",,,72.1,-176.0,"At 1am faint aurora in bands through zenith, also north and south of zenith extending from N.E. to W.S.W.; also in N. 25° in alt from N.W. to N.E. with streamers toward zenith. At 2am undulating narrow arch through zenith, curtain from N.E. end and reaching to 45° from horizon. Faint arches in N. 25° and 15° in altitude At 3am two arches S. of zenith arch 25° and 35°, one arch in N. 30° with curtain from east end. At 4am faint auroral gleams in S., and between N. and N.E. from zenith to 20° above horizon. Lunar circle from midnight to 4am. At 5am auroral arch from E. to W. through zenith.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_052_1.jpg,
1880-02-21,"01:00                  
02:00                          
03:00                                                          
22:00                            
23:00",,,72.0,-175.9,At 1am auroral arches to N. 40° and 60° in altitude extending from N.E. to W.N.W.; at 2 faint auroral arch to N. 30° in altitude brightest at N.E. end; at 3 (am)  faint gleams of arch in N.W. disappearing in N. at an altitude of 30°. Vapor rising from the ice to the S'd and W'd – between noon and 6pm. At 10pm auroral arch 30° in altitude to N. extending from N.E. to W.S.W; at 11 (pm) a long flat arch 5° in alt to northward; at midnight lunar halo 3° in diameter.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_053_1.jpg,
1880-02-22,"01:00                  
02:00
21:00                  
00:00 ",,,72.0,-175.8,"At 1am faint auroral arch 30° in alt to N. Lunar circle. At 2 (am) a faint auroral arch 20° in altitude to N'd. . . At 9pm faint auroral arch 30° in alt to N'd extending from N.E. to W.N.W. At midnight a lunar circle. Auroral streamers from W. toward zenith.
",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_054_1.jpg,
1880-02-23,"01:00                                                        
22:00                  
00:00",,,72.1,-175.8,At 1am lunar circle. Faint auroral streamer in N.E. . . . At 10pm faint auroral arch in N.; at midnight low flat arch 5° in altitude extending from N.E. to N.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_055_1.jpg,
1880-02-24,01:00,,,72.1,-175.8,"At 1am brilliant aurora, in the form of a broken arch to N'd 30° in altitude with a movement from E. to W. Prismatic colors exhibited with rapid darting streamers. It finally moved N. to 5° in alt and broke up into faint detached streaks.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_056_1.jpg,
1880-02-25,01:00,,,72.1,-175.8,"At 1am lunar circle, and irregular auroral curtain extending from N.E. to W.N.W. from 20° to 30° in altitude to N'd with bright streamers at ends. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_057_1.jpg,
1880-02-26,"01:00                            
02:00                          
03:00                                                          
00:00 ",,,72.1,-175.8,"At 1am faint aurora 10° in altitude in N.W. changing to curtain form 20° in altitude; at 2 (am)  faint semi-arch from N.E. to N. 25° in altitude; at 3 (am) faint gleams near horizon in W.N.W. . . .. At midnight broken arch 30° in altitude in N. extending from N.E. to W.N.W.
",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_058_1.jpg,
1880-02-27,"01:00                  
02:00                                                              
22:00                  
23:00 ",,,72.2,-175.8,"At 1am very faint curtain double arch commencing in N.N.W. and fading in north at altitudes of 15° and 20°.; at 2 (am) faint arch 45° in altitude from W.N.W. to N.E. . . .  At 10pm faint arch 20° in alt from N.E. to W.N.W.; at 11 (pm) low flat arch N.E. to N.W. 10° in altitude.                                                                                                                                                                                                    (DeLong, Journal vol. 1 p. 270): As our days lengthen the auroral displays become less frequent and less brilliant. It is impossible to assign any particular cause for their appearance, or discover any particular effect following them. They have been brilliant in intensely cold weather, and also in mild weather, and again they have been faint under similar temperature; they have existed in all winds and in calms, at full and change of the moon, when the ice has been breaking up and when it has been motionless; in fine, under all sorts and conditions of circumstances. The only prerequisite is a dry atmosphere. It has been said that these auroras are not seen over the ice. All that I can say about that is, that frequently we could see nothing but ice during displays, although there may have been water somewhere.     ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_059_1.jpg,
1880-02-28,"01:00                   
03:00         ",,,72.2,-175.8,"At 1am faint auroral arch from W. x N. toward north, 25° in altitude. Also auroral gleam near northern horizon; at 3 (am) very faint gleams in N.N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_060_1.jpg,
1880-02-29,"01:00                            
02:00                            
03:00                            
04:00                                                        
20:00                  
21:00                            
22:00                          
23:00                          
00:00",,,72.2,-175.8,"At 1am faint auroral arch extending from W. to N.E. having an altitude of 75° in N.; and having under it at that point a curtain 45° in altitude. A brilliant flash was observed in the west, due perhaps to a meteor although none was seen; at 2am auroral curtain arches with altitudes of 75° and 40° respectively, brightest in west. These curtains gradually changed form to become radiations from a point in the zenith with general pulsations from W. to E. At 3am auroral arch through zenith from W. to N.E. gradually dissipating into streamers, and reforming in faint arches through zenith and to the S'd at altitude of 60°.; at 4am irregular rings of curtain aurora surrounding a center near zenith, to which all lines of light in curtains converged. A curiously shaped form occupied the central area. The display broke up in a few moments and was succeeded by bowed lines of auroral light. . . .  At 8pm brilliant auroral arch in N.N.E. 10° in alt; at 9pm auroral arch 15° in altitude to N'd extending from N.E. to W.N.W., with diffused light extending 15° south of zenith, at 10pm auroral curtain at same altitude and bearing, brightest in west. Curled form in N.N.E. From 11 to midnight diffused auroral light between N.E. and W.N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_061_1.jpg,
1880-03-01,"01:00                            
02:00                           
03:00                            
04:00                                                                   
21:00                            
22:00                          
23:00                           
00:00",,,72.2,-176.0,"At 1am triple auroral arch in the North at altitudes of 15°, 25° and 45° and extending from N.E. to W.N.W., also a very narrow arch through zenith. The same continued at 2am but at alt of 80° S. 70° and 60° N. extending from W. to N.E., but suddenly changed and brightened in the West to a double curtain form which undulated rapidly each side of the zenith, and finally settled in arches, in altitude 60° to N'd and 70° to S'd. At 3 diffused auroral light in faint arches south of zenith and above horizon extending from W. to N.N.W. Much vapor arose from the ice at the same time. At 4 (am) faint auroral light in west and south of zenith. Vapor continuing to rise from the ice. 
At 9pm brilliant curtain aurora from E. to W. through zenith. At 10 auroral arches with altitudes varying from 10° to 50° in N. with faint bands through zenith and diffused light to S'd. At 11 (pm)  3 brilliant curtain arches in N. 45°, 60° and 75° altitudes respectively extending from N.E. to W.N.W. Streamers darted upwards from the ends toward the zenith. A faint arch also from N.E. to S. at an altitude of 45° in E.S.E., and faint arches south of zenith at altitude of 50° and 80°. Generally diffused auroral light over whole sky. The same display at midnight but growing faint. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_062_1.jpg,
1880-03-02,"01:00
02:00                            
03:00                            
04:00                                                                   
22:00                         
23:00                           
00:00",,,72.2,-176.1,"At 1am flat auroral arch dropping at W. end at an altitude of 25° to N'd, a flat auroral arch at an altitude of 30° S., and diffused auroral light between the two. Both arches extended from N.E. to W.N.W.; at 2 curtained arch 10° in alt to N'd in broken lines with bright streamers from center, and a long broad band reaching from N.E. to zenith; also pale arch to S. 25° in altitude with diffused light from west central part. At 3 (am) detached curved light patches of curtain in N. also long curved form from N.E. toward zenith which moved to zenith and fell to S.E. x S. developing strong lines of light; also faint arches 30° in altitude in S. curving from E. toward W. with diffused light at E. end. At 4 (am) auroral arches 30° and 40° in alt to S. from E. to W., and faint auroral gleams in N.W. At 10pm auroral arch 30° in altitude to N. extending from N.E. to W.N.W., and curved back at westerly end. At 11 auroral curtain 45° in alt extending from W.N.W. to N.E., with a long pendant mass in center, the whole flashing and dulling alternately every few seconds. At midnight auroral arch 20° in alt to N'd extending from N.E. to W.N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_063_1.jpg,
1880-03-03,"01:00
02:00                            
03:00                            
04:00                                                        
19:00                  
21:00                            
22:00                          
23:00                           
00:00",,,72.2,-176.2,"At 1am faint auroral gleams in W.N.W. developing into an arch 40° in altitude to N. and extending from W. to N.E. At 2am faint arch 60° in alt to N. Extending from W. to N.E. x E. with subsidiary arch 75° in altitude very bright but short chiefly from zenith to W. Streamers in N.W. At 3am auroral arch from W.N.W. to N.E. Semi-elliptical, 35° in altitude to N'd with bright undulations passing slowly along it from W. to E. Broken curtain arch 35° in altitude to S. At 4 (am) faint diffused light in E.S.E. with streamers. 
At 7pm faint arch 10° in altitude to N. At 9 (pm) auroral arch to N'd 25° in altitude Semi-elliptical. At 10 bright curtain with double arch form, 10° and 15° in altitude to north. At 11 broken curtain 10° in altitude from N.W. to N.N.E. brightest at west end. At midnight irregular arch 20° in altitude from N.W. to N.N.E.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_064_1.jpg,
1880-03-04,"01:00                            
02:00                           
03:00                                                                                 22:00                          
23:00                          
00:00",,,72.2,-176.2,"At 1am faint broken arch 35° in altitude to N., brightest in west, and extending from W.N.W. to N.E. At 2 faint arch 40° in altitude to N. with bright streamers at W. end; at 3 (am) faint arch 40° in altitude to N. 

At 10pm faint auroral gleams in N.E.; at 11 faint arch 45° in altitude extending from N.E. to W.N.W., with a luminous mass at N.E. end from which the arch originally sprung. At midnight the northern sky was covered with tiers of auroral curtains from 10° above the horizon to the zenith, and extending from N.E. to S.W. The light from these curtains illuminated the whole ice field for a mile in radius from the ship, and made each spar and rope as distinguishable as by full moonlight. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_065_1.jpg,
1880-03-05,"01:00                           
02:00                            
03:00                            
04:00                                                                   
00:00",,,72.2,-176.3,At 1am flat arch in N. from W. to N.E. 10° in altitude formed of sections of disconnected curtain with much folding down to horizon in W. and N.E. At 2 (am) diffused light in bands and patches over sky to a faint arch 15° in altitude to S. which marked its limit. Striped aurora through zenith. At 3 (am) faint arch from E. to W. 45° S. bands through zenith and detached patches in N.W. At 4 (am) faint arch from N.E. x E. to W. x S. and from 30° S. to zenith in width. Bright streamers detached in west.  At midnight faint arch 75° in altitude to N. extending from N.E. to W.N.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_066_1.jpg,
1880-03-06,"01:00                            
02:00                            
03:00                           
04:00                                                                  
21:00                            
23:00                           
00:00",,,72.2,-176.5,"At 1am system of auroral curtains from 15° in alt in N. to zenith, and extending from W. to N.E. the western ends being very bright and the eastern ends faint. Faint semi-arch in S.E. General drift of aurora to S'd. Brightness extending in pulsations from W. to E. At 2am curtain arch from W. to N.E. 25° in altitude to north. Bright at west end and pulsating toward east. At 3 faint diffused light as far as 60° S., and faint auroral arch 60° in S. Bright detached curtains in west. At 4 (am) faint auroral arch 60° in altitude to S'd with streamers in west. At 9pm auroral arch and streamers to N. 20° in altitude. At 11(pm)  broken curtain 15° in altitude to N'd and a faint arch 35° in altitude N.E., the same continuing at midnight. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_067_1.jpg,
1880-03-07,"01:00                            
02:00                           
03:00                            
04:00                                                                   
21:00                            
00:00",,,72.3,-176.6,"At 1am auroral curtains all around the horizon and with streamers converging toward zenith. Faint arch to S'd 25° in altitude, and one to N'd 5° in altitude brightest curtain in west. At 2am aurora distributed over sky from an altitude of 10° in alt N. to 15° in altitude S. Bright curtains in N.E. and N.N.W. At 3 faint arch at altitude 15° to S'd with diffused light to near the zenith. Streamers in N.N.E. and W. about 10° above horizon shooting toward zenith. At 4 (am) low faint arch 10° in altitude to S'd from E. to W. Streamers all around northern sky from 10° to 15° high. At 9pm faint aurora in N. At midnight faint arch 75° in altitude to N'd reaching from N.E. to W.N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_068_1.jpg,
1880-03-08,"01:00                            
02:00                                                                   
21:00                            
23:00                          
00:00",,,72.3,-176.8,At 1am faint arch 60° in altitude to N'd extending from N.E. to W.N.W. At 2 (am) faint streaks of aurora in N. 10° in altitude and very faint arch through zenith from E. to W. . . . At 9pm faint aurora chiefly in N.E. Semi-arch 20° in altitude to N. Gleam of sunlight in west. At 11pm bright aurora 25° in altitude to N. extending from N.E. to N.W. eastern end bending back to N. This continued at midnight but the eastern end formed a loop.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_069_1.jpg,
1880-03-09,"01:00                  
01:50                         
02:00                          
04:00                                                             
23:00                 
00:00 ",,,72.3,-177.0,"At 1am faint arch in N. 25° in altitude extending from N.E. to W. x N. Faint gleam of sunlight in N. x W. (true). At 2 faint arch, which at 1.50 had been bright in N. at an altitude of 25°. Faint gleam of dawn in N. true. At 4 (am) faint arch through zenith moving south. At 11pm faint arch at an altitude of 25° to N'd extending from N.E. to N.W., east end bending back to N. At midnight curtain arch 25° in altitude to N. extending from N.E. to W.N.W.",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_070_1.jpg,
1880-03-10,"01:00                  
02:00                          
03:00                           
04:00                                                             
21:00                  
23:00 ",,,72.4,-177.2,"At 1am faint arch extending from W.N.W. to N.E. 20° in altitude to N.; at 2 (am) faint arch 30° in altitude to N. brightest in west, the same continuing at 3 (am). At 4 (am) faint auroral gleam in west. At 9pm low flat arch 5° in altitude to N., at 11 irregular curtain arch 15° in altitude to N. extending from N.E. to W.N.W. with streamers toward zenith from eastern end.  ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_071_1.jpg,
1880-03-11,"01:00                  
02:00                         
03:00                           
04:00                                                             
21:00                           
22:00                 
23:00                           
00:00               ",,,72.4,-177.5,"At 1am broken auroral arch 25° in altitude to N. and extending from N.E. to W.N.W.; at 2 faint broken arch 10° in altitude to N.; at 3 (am) faint arch 15° in altitude to N., west end curving north and pale light extending from arch to zenith; at 4 (am) faint semi-arch 15° in altitude to the west of north. At 9pm curtain aurora to N. 10° in altitude with very faint fan-like streamers from W. end. The same continued at 10pm. At 11 curtain arches from 40° N. to zenith, extending from N.E. to W.N.W. and bright at N.E. end. At midnight auroral arches and diffused light north and south of zenith to 40° above horizon. All arches beginning in N.E. and re-uniting in W.S.W.  ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_072_1.jpg,
1880-03-12,"01:00                  
02:00                          
03:00                           
04:00        ",,,72.5,-177.7,At 1am faint arch to S'd 15° in altitude extending from E. to S.W. Irregular auroral curtain in N.W. and N.E. curving rapidly and with very bright flashings. The western curves drifted to the S.W. while from the N.E. ones faint bands extended across the sky toward the zenith. At 2am scattered curtains. Faint arches to S'd 15° in altitude and to N'd 20° in altitude with diffused light. At 3 faint arch to S. 10° in altitude and scattered patches of aurora like luminous clouds chiefly around zenith and in the west. At 4 (am) faint streaks of aurora through zenith. ,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_073_1.jpg,
1880-03-13,"21:00                            
23:00                  
00:00 ",,,72.5,-177.9,At 9pm faint aurora to N'd. At 11pm faint auroral patches to N. and N.E. and at midnight to S. and S.W.,http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_074_1.jpg,
1880-03-14,"01:00                            
02:00                            ",,,72.5,-178.0,"At 1am faint auroral patches like clouds from 60° to 15° above horizon to S'd. At 2 (am), streak of bright aurora through zenith from W. to E.S.E. fading in clouds. Faint gleam of dawn in N'd & E'd. ",http://oldweather.s3.amazonaws.com/ow3/final/USS%20Jeannette/vol002of004/vol002_075_1.jpg,
